-BEGIN HEADER-,,,,,,,,
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data ,,,,,,,,
Dates (month/day/year): 01/01/2021 through 12/31/2021 ,,,,,,,,
Location: Latitude  51.4919   Longitude 10.8757 ,,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 357.57 meters,,,,,,,,
Value for missing model data cannot be computed or out of model availability range: -999 ,,,,,,,,
Parameter(s): ,,,,,,,,
PS        MERRA-2 Surface Pressure (kPa) ,,,,,,,,
T2M       MERRA-2 Temperature at 2 Meters (C) ,,,,,,,,
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) ,,,,,,,,
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) ,,,,,,,,
WSC       MERRA-2 Corrected Wind Speed (Adjusted For Elevation) (m/s) ,,,,,,,,
Message(s): ,,,,,,,,
Corrected Wind Speed has a custom surface implemented: Airport: flat rough grass (airportgrass) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,MO,DY,HR,PS,T2M,WS10M,WS50M,WSC
2021,1,19,12,99.07,2.38,3.98,5.06,6.62
2021,1,19,13,99.11,2.51,3.96,5.01,6.59
2021,1,19,14,99.17,2.3,3.86,4.92,6.44
2021,1,19,15,99.26,1.83,3.26,4.51,5.51
2021,1,19,16,99.32,1.17,2.91,4.75,4.88
2021,1,19,17,99.39,1.34,3.25,5.12,5.39
2021,1,19,18,99.45,1.46,2.82,4.71,4.74
2021,1,19,19,99.53,1.5,3.17,5.34,5.23
2021,1,19,20,99.65,1.4,3.41,5.68,5.57
2021,1,19,21,99.69,0.89,3.11,5.22,5.15
2021,1,19,22,99.72,0.55,2.81,4.42,4.76
2021,1,19,23,99.8,0.39,2.72,3.71,4.74
2021,1,20,0,99.84,0.28,2.45,3.37,4.33
2021,1,20,1,99.87,0.35,2.56,3.5,4.5
2021,1,20,2,99.92,0.26,2.33,3.55,4.08
2021,1,20,3,99.98,0.01,2.16,3.7,3.76
2021,1,20,4,100.03,-0.25,2.11,3.72,3.68
2021,1,20,5,100.04,-0.41,1.92,3.41,3.39
2021,1,20,6,100.08,-0.45,1.81,3.15,3.24
2021,1,20,7,100.11,-0.65,1.49,2.86,2.7
2021,1,20,8,100.14,-0.54,1.44,2.56,2.65
2021,1,20,9,100.17,0.34,1.71,2.13,3.24
2021,1,20,10,100.21,1.17,1.47,1.74,2.87
2021,1,20,11,100.23,2.26,1.24,1.41,2.5
2021,1,20,12,100.21,3.58,0.97,1.08,2.03
2021,1,20,13,100.17,4.2,0.95,1.08,2
2021,1,20,14,100.14,4.05,1.08,1.3,2.2
2021,1,20,15,100.12,2.87,0.92,1.52,1.84
2021,1,20,16,100.11,1.15,1.16,1.65,2.28
2021,1,20,17,100.1,0.37,1.1,1.55,2.18
2021,1,20,18,100.12,-0.11,1.05,1.47,2.09
2021,1,20,19,100.13,-0.73,1.28,1.89,2.47
2021,1,20,20,100.15,-1.06,1.46,2.59,2.68
2021,1,20,21,100.15,-1.2,1.85,3.18,3.3
2021,1,20,22,100.13,-1.62,2.24,3.45,3.94
2021,1,20,23,100.09,-2.16,2.47,3.86,4.28
2021,1,21,0,100.05,-2.7,2.66,4.46,4.5
2021,1,21,1,100.01,-3.1,2.8,5.07,4.65
2021,1,21,2,99.97,-3.43,2.92,5.61,4.79
2021,1,21,3,99.91,-3.5,3.04,5.92,4.94
2021,1,21,4,99.86,-3.51,3.11,6.06,5.04
2021,1,21,5,99.83,-3.49,3.17,6.14,5.12
2021,1,21,6,99.81,-3.45,3.22,6.21,5.19
2021,1,21,7,99.79,-3.41,3.24,6.24,5.22
2021,1,21,8,99.79,-2.77,3.3,6.09,5.34
2021,1,21,9,99.78,-0.7,3.89,5.08,6.46
2021,1,21,10,99.77,0.86,3.45,4.01,5.95
2021,1,21,11,99.73,2.44,3.46,4.29,5.91
2021,1,21,12,99.67,3.52,3.78,4.73,6.35
2021,1,21,13,99.61,3.74,3.67,4.73,6.17
2021,1,21,14,99.56,3.28,2.98,4.35,5.06
2021,1,21,15,99.53,1.05,2.17,4.33,3.7
2021,1,21,16,99.51,-1.88,2.65,4.79,4.45
2021,1,21,17,99.48,-2.47,2.72,5.1,4.52
2021,1,21,18,99.46,-2.52,2.78,5.54,4.56
2021,1,21,19,99.44,-2.41,2.98,5.98,4.84
2021,1,21,20,99.41,-2.34,3.19,6.16,5.15
2021,1,21,21,99.35,-2.46,3.26,6.33,5.23
2021,1,21,22,99.31,-2.5,3.3,6.45,5.29
2021,1,21,23,99.28,-2.43,3.35,6.47,5.38
2021,1,22,0,99.24,-2.41,3.37,6.36,5.41
2021,1,22,1,99.21,-2.41,3.49,6.27,5.62
2021,1,22,2,99.16,-2.27,3.7,5.99,6.01
2021,1,22,3,99.09,-2.08,4.04,5.55,6.63
2021,1,22,4,99.03,-2.01,4.14,5.46,6.8
2021,1,22,5,99,-2.1,4.27,5.67,6.98
2021,1,22,6,98.99,-2.24,4.47,5.87,7.26
2021,1,22,7,98.99,-2.42,4.45,5.8,7.24
2021,1,22,8,99.01,-2.34,4.29,5.4,7.07
2021,1,22,9,99.01,-1.42,4.58,5.73,7.48
2021,1,22,10,99.01,-0.45,4.38,5.31,7.23
2021,1,22,11,99,-0.02,4.24,5.19,7.03
2021,1,22,12,98.98,0.19,4.24,5.35,7
2021,1,22,13,98.95,0.36,4.32,5.55,7.09
2021,1,22,14,98.93,0.42,3.95,5,6.57
2021,1,22,15,98.94,0.28,3.46,4.6,5.84
2021,1,22,16,98.97,0.05,3.1,4.75,5.21
2021,1,22,17,99,0.02,2.97,4.73,4.98
2021,1,22,18,99.04,0.15,2.85,4.68,4.79
2021,1,22,19,99.08,0.17,2.46,4.25,4.2
2021,1,22,20,99.12,0.17,2.13,3.87,3.7
2021,1,22,21,99.15,0.19,1.89,3.56,3.31
2021,1,22,22,99.18,0.21,1.67,3.21,2.98
2021,1,22,23,99.19,0.19,1.43,2.79,2.61
2021,1,23,0,99.19,0.17,1.25,2.4,2.32
2021,1,23,1,99.17,0.14,1.3,2.35,2.42
2021,1,23,2,99.14,-0.01,1.41,2.51,2.6
2021,1,23,3,99.11,-0.23,1.48,2.63,2.71
2021,1,23,4,99.09,-0.46,1.32,2.59,2.42
2021,1,23,5,99.07,-0.76,1.25,2.42,2.32
2021,1,23,6,99.04,-0.87,1.13,2.13,2.15
2021,1,23,7,99.02,-0.97,0.97,1.79,1.88
2021,1,23,8,99,-0.74,0.77,1.38,1.56
2021,1,23,9,98.98,0.44,1.02,1.2,2.1
2021,1,23,10,98.96,1.7,1.28,1.48,2.55
2021,1,23,11,98.93,2.16,1.68,1.96,3.22
2021,1,23,12,98.86,2.48,1.84,2.16,3.47
2021,1,23,13,98.78,2.69,1.82,2.16,3.44
2021,1,23,14,98.71,2.48,1.63,2.03,3.11
2021,1,23,15,98.64,1.18,1.12,1.83,2.17
2021,1,23,16,98.57,-0.38,1.22,1.74,2.39
2021,1,23,17,98.52,-1.05,1.32,1.88,2.55
2021,1,23,18,98.48,-1.59,1.49,2.16,2.81
2021,1,23,19,98.46,-2.04,1.64,2.45,3.03
2021,1,23,20,98.43,-2.43,1.75,2.73,3.2
2021,1,23,21,98.4,-2.74,1.85,3.04,3.33
2021,1,23,22,98.36,-2.89,1.9,3.34,3.36
2021,1,23,23,98.31,-3,2.03,3.72,3.54
2021,1,24,0,98.26,-3.05,2.14,4.16,3.66
2021,1,24,1,98.22,-2.98,2.25,4.49,3.8
2021,1,24,2,98.18,-2.75,2.48,4.54,4.2
2021,1,24,3,98.14,-2.62,2.76,4.46,4.67
2021,1,24,4,98.09,-2.44,3,4.64,5.05
2021,1,24,5,98.05,-2.43,3.4,4.82,5.7
2021,1,24,6,98.02,-2.49,3.64,4.99,6.07
2021,1,24,7,98,-2.64,3.68,4.94,6.13
2021,1,24,8,98.01,-2.42,3.79,4.91,6.33
2021,1,24,9,98.01,-1.23,4.18,5.19,6.93
2021,1,24,10,98.01,-0.05,4.27,5.17,7.07
2021,1,24,11,98,0.79,4.27,5.1,7.08
2021,1,24,12,97.94,1.28,4.28,5.14,7.1
2021,1,24,13,97.88,1.48,4.27,5.21,7.08
2021,1,24,14,97.86,1.26,4.14,5.21,6.85
2021,1,24,15,97.85,0.19,3.08,4.78,5.16
2021,1,24,16,97.83,-2.15,2.33,4.87,3.9
2021,1,24,17,97.82,-2.74,2.51,5.27,4.14
2021,1,24,18,97.84,-2.56,2.8,5.22,4.63
2021,1,24,19,97.85,-2.48,3.02,4.85,5.05
2021,1,24,20,97.87,-2.31,3.13,4.56,5.29
2021,1,24,21,97.87,-2.17,3.39,4.65,5.72
2021,1,24,22,97.86,-2.18,3.48,4.62,5.86
2021,1,24,23,97.85,-2.27,3.3,4.45,5.6
2021,1,25,0,97.83,-2.37,3.23,4.35,5.49
2021,1,25,1,97.81,-2.42,3.09,4.17,5.29
2021,1,25,2,97.81,-2.44,2.91,3.99,5.01
2021,1,25,3,97.8,-2.42,2.81,3.86,4.87
2021,1,25,4,97.79,-2.41,2.79,3.79,4.84
2021,1,25,5,97.79,-2.38,2.56,3.39,4.51
2021,1,25,6,97.8,-2.38,2.32,3.07,4.16
2021,1,25,7,97.81,-2.46,2.28,3.13,4.08
2021,1,25,8,97.83,-2.31,2.57,3.28,4.55
2021,1,25,9,97.85,-1.61,2.7,3.19,4.81
2021,1,25,10,97.86,-0.79,2.65,3.07,4.75
2021,1,25,11,97.86,-0.11,2.76,3.19,4.91
2021,1,25,12,97.82,0.29,2.99,3.49,5.26
2021,1,25,13,97.78,0.55,3.08,3.65,5.38
2021,1,25,14,97.75,0.54,2.98,3.62,5.21
2021,1,25,15,97.73,-0.01,2.5,3.53,4.38
2021,1,25,16,97.73,-1.15,1.87,3.71,3.26
2021,1,25,17,97.73,-1.32,2.12,3.8,3.67
2021,1,25,18,97.74,-1.27,2.32,3.73,4.03
2021,1,25,19,97.75,-1.29,2.41,3.72,4.2
2021,1,25,20,97.75,-1.42,2.45,3.72,4.26
2021,1,25,21,97.75,-1.51,2.49,3.57,4.35
2021,1,25,22,97.74,-1.52,2.55,3.62,4.47
2021,1,25,23,97.71,-1.56,2.63,3.78,4.57
2021,1,26,0,97.68,-1.63,2.76,3.99,4.75
2021,1,26,1,97.65,-1.62,2.89,4.17,4.95
2021,1,26,2,97.63,-1.56,3.02,4.31,5.15
2021,1,26,3,97.59,-1.46,3.14,4.46,5.32
2021,1,26,4,97.58,-1.35,3.17,4.5,5.36
2021,1,26,5,97.57,-1.35,3.04,4.39,5.16
2021,1,26,6,97.57,-1.39,3,4.42,5.09
2021,1,26,7,97.57,-1.33,3.07,4.47,5.2
2021,1,26,8,97.57,-1.08,3.26,4.45,5.53
2021,1,26,9,97.56,-0.46,3.51,4.31,5.99
2021,1,26,10,97.54,0.41,3.96,4.92,6.62
2021,1,26,11,97.52,1.3,4.13,5.04,6.87
2021,1,26,12,97.47,2.18,4.04,4.99,6.73
2021,1,26,13,97.42,2.6,4.03,5.11,6.69
2021,1,26,14,97.38,2.35,3.73,5.03,6.2
2021,1,26,15,97.36,1.49,3.22,5.19,5.33
2021,1,26,16,97.33,0.81,3.3,5.77,5.39
2021,1,26,17,97.32,0.76,3.9,6.28,6.28
2021,1,26,18,97.3,0.84,4.32,6.69,6.89
2021,1,26,19,97.29,0.94,4.59,6.99,7.26
2021,1,26,20,97.3,1,4.81,7.21,7.58
2021,1,26,21,97.29,1,4.94,7.27,7.77
2021,1,26,22,97.27,0.9,4.95,7.27,7.79
2021,1,26,23,97.26,0.77,4.93,7.26,7.77
2021,1,27,0,97.23,0.72,5.06,7.39,7.95
2021,1,27,1,97.2,0.8,5.12,7.38,8.04
2021,1,27,2,97.17,1.15,5.37,7.7,8.38
2021,1,27,3,97.12,1.25,5.18,7.43,8.14
2021,1,27,4,97.08,1.35,5.3,7.6,8.3
2021,1,27,5,97.05,1.51,5.54,7.91,8.62
2021,1,27,6,97.03,1.67,5.69,8.14,8.81
2021,1,27,7,97,1.83,5.73,8.24,8.85
2021,1,27,8,96.99,2.04,5.81,8.34,8.96
2021,1,27,9,96.95,2.49,6.03,8.43,9.28
2021,1,27,10,96.91,2.98,6.04,8.24,9.34
2021,1,27,11,96.86,3.58,5.9,8,9.15
2021,1,27,12,96.78,4.2,6.07,8.4,9.35
2021,1,27,13,96.68,4.6,6.57,9.61,9.93
2021,1,27,14,96.59,4.33,6.19,9.44,9.37
2021,1,27,15,96.51,3.81,5.97,9.39,9.04
2021,1,27,16,96.42,3.18,5.14,8.57,7.9
2021,1,27,17,96.34,2.79,4.96,8.42,7.64
2021,1,27,18,96.28,2.77,5.42,8.63,8.32
2021,1,27,19,96.21,2.67,5.65,8.81,8.64
2021,1,27,20,96.14,2.84,6.48,10,9.73
2021,1,27,21,96.05,2.73,5.93,9.27,9
2021,1,27,22,95.96,2.52,5.55,8.78,8.49
2021,1,27,23,95.84,2.26,5.31,8.48,8.17
2021,1,28,0,95.71,2.11,5.58,8.61,8.57
2021,1,28,1,95.58,1.93,6.21,9.15,9.45
2021,1,28,2,95.47,1.68,7.16,10.33,10.69
2021,1,28,3,95.38,1.97,8.53,12.14,12.44
2021,1,28,4,95.32,2.1,7.67,10.92,11.36
2021,1,28,5,95.27,2.44,7.34,10.7,10.91
2021,1,28,6,95.24,2.55,7.23,10.79,10.73
2021,1,28,7,95.21,2.52,7.48,11.2,11.04
2021,1,28,8,95.15,2.76,7.43,10.89,11.01
2021,1,28,9,95.05,3.33,7.58,10.96,11.23
2021,1,28,10,94.9,4.01,7.31,10.37,10.92
2021,1,28,11,94.74,4.19,8.81,12.15,12.84
2021,1,28,12,94.72,3.01,10.39,13.63,14.9
2021,1,28,13,94.84,1.76,10.58,13.98,15.1
2021,1,28,14,94.96,1.69,9.7,13,14
2021,1,28,15,95.06,1.56,9.43,12.91,13.62
2021,1,28,16,95.15,1.37,9.52,13.18,13.71
2021,1,28,17,95.26,1.23,9.58,13.4,13.77
2021,1,28,18,95.35,0.86,9.44,13.36,13.56
2021,1,28,19,95.42,0.39,8.95,12.8,12.95
2021,1,28,20,95.46,-0.02,8.47,12.18,12.35
2021,1,28,21,95.48,-0.31,8.1,11.71,11.87
2021,1,28,22,95.49,-0.27,7.76,10.73,11.52
2021,1,28,23,95.5,-0.13,7.71,10.82,11.44
2021,1,29,0,95.51,0.15,7.74,10.83,11.48
2021,1,29,1,95.52,0.19,6.94,9.81,10.44
2021,1,29,2,95.56,-0.01,6.47,9.47,9.8
2021,1,29,3,95.61,-0.02,6.71,9.61,10.13
2021,1,29,4,95.67,0,6.62,9.5,10.02
2021,1,29,5,95.73,0.22,6.84,9.7,10.31
2021,1,29,6,95.8,0.36,7.07,10.01,10.61
2021,1,29,7,95.89,0.51,7.32,10.28,10.94
2021,1,29,8,95.96,0.83,7.61,10.57,11.33
2021,1,29,9,96.01,1.58,8.57,11.76,12.55
2021,1,29,10,96.05,2.15,9.2,12.35,13.38
2021,1,29,11,96.09,2.59,9.36,12.47,13.59
2021,1,29,12,96.09,3.08,9.24,12.36,13.44
2021,1,29,13,96.1,3.31,8.62,11.49,12.67
2021,1,29,14,96.12,3.08,7.75,10.36,11.57
2021,1,29,15,96.18,2.26,6.95,9.73,10.47
2021,1,29,16,96.25,1.65,6.95,9.91,10.44
2021,1,29,17,96.34,1.33,7.25,10.12,10.86
2021,1,29,18,96.47,1.48,7.49,10.51,11.16
2021,1,29,19,96.59,1.44,7.43,10.57,11.05
2021,1,29,20,96.67,1.15,7.11,10.36,10.61
2021,1,29,21,96.73,0.79,6.9,10.31,10.32
2021,1,29,22,96.8,0.45,6.5,9.92,9.77
2021,1,29,23,96.85,0.41,6.33,9.46,9.58
2021,1,30,0,96.87,0.23,6.16,9.12,9.38
2021,1,30,1,96.87,0.19,6.47,9.07,9.86
2021,1,30,2,96.85,0.13,6.57,9.1,10.01
2021,1,30,3,96.83,0.26,6.8,9.42,10.3
2021,1,30,4,96.79,0.57,7.2,10.05,10.8
2021,1,30,5,96.77,1.27,7.88,11,11.66
2021,1,30,6,96.74,2.04,8.47,11.73,12.41
2021,1,30,7,96.73,2.44,8.54,11.78,12.51
2021,1,30,8,96.73,2.69,8.67,11.82,12.7
2021,1,30,9,96.72,2.94,7.98,10.47,11.9
2021,1,30,10,96.72,3.44,8.12,10.48,12.11
2021,1,30,11,96.73,3.78,8,10.22,11.97
2021,1,30,12,96.69,3.99,7.74,10.02,11.62
2021,1,30,13,96.64,4.02,7.4,9.62,11.18
2021,1,30,14,96.59,3.94,6.93,9.1,10.55
2021,1,30,15,96.54,3.85,6.5,8.85,9.94
2021,1,30,16,96.48,3.82,6.44,9.18,9.8
2021,1,30,17,96.42,3.83,6.27,9.36,9.5
2021,1,30,18,96.36,3.35,6.14,9.67,9.27
2021,1,30,19,96.25,3.23,6.84,10.24,10.23
2021,1,30,20,96.17,3.79,7.57,10.94,11.21
2021,1,30,21,96.07,4.55,8.45,11.87,12.36
2021,1,30,22,95.95,4.71,9.2,12.6,13.34
2021,1,30,23,95.86,4.87,9.61,13.03,13.86
2021,1,31,0,95.81,5.48,9.62,13.07,13.87
2021,1,31,1,95.8,6.83,10.19,14.17,14.51
2021,1,31,2,95.82,8.25,10.36,14.38,14.73
2021,1,31,3,95.86,8.87,9.93,13.78,14.21
2021,1,31,4,95.93,9.1,9.43,13.14,13.58
2021,1,31,5,96.04,9.06,8.83,12.5,12.81
2021,1,31,6,96.15,8.69,8.42,12.1,12.28
2021,1,31,7,96.26,8.17,8.5,12.36,12.36
2021,1,31,8,96.34,7.82,8.07,11.7,11.83
2021,1,31,9,96.4,8.14,8.05,11.25,11.87
2021,1,31,10,96.47,8.79,8.41,11.56,12.35
2021,1,31,11,96.53,9.18,8.55,11.62,12.55
2021,1,31,12,96.55,9.67,8.4,11.29,12.39
2021,1,31,13,96.56,9.99,8.05,10.82,11.94
2021,1,31,14,96.58,10.12,7.53,10.3,11.26
2021,1,31,15,96.6,9.86,6.99,10.23,10.46
2021,1,31,16,96.61,9.34,6.72,10.3,10.05
2021,1,31,17,96.6,9.09,6.67,10.2,9.98
2021,1,31,18,96.61,9.14,6.92,10.32,10.34
2021,1,31,19,96.62,9.24,7.27,10.69,10.81
2021,1,31,20,96.64,9.27,7.78,11.32,11.47
2021,1,31,21,96.63,9.06,8,11.41,11.77
2021,1,31,22,96.61,8.66,7.79,11.11,11.51
2021,1,31,23,96.6,8.54,7.7,11.02,11.39
2021,2,1,0,96.56,8.54,7.46,10.75,11.08
2021,2,1,1,96.53,8.7,7.43,10.67,11.05
2021,2,1,2,96.49,8.79,7.63,10.83,11.32
2021,2,1,3,96.45,8.71,7.77,10.98,11.5
2021,2,1,4,96.4,8.63,7.87,11.12,11.63
2021,2,1,5,96.34,8.59,8,11.27,11.8
2021,2,1,6,96.3,8.55,8.09,11.37,11.92
2021,2,1,7,96.27,8.5,8.18,11.49,12.02
2021,2,1,8,96.24,8.57,8.33,11.6,12.23
2021,2,1,9,96.17,8.89,8.56,11.71,12.55
2021,2,1,10,96.11,9.27,8.61,11.66,12.62
2021,2,1,11,96.05,9.55,8.91,12.18,12.99
2021,2,1,12,95.99,9.78,8.88,12.11,12.96
2021,2,1,13,95.95,9.87,8.54,11.85,12.5
2021,2,1,14,95.94,9.56,7.77,10.87,11.52
2021,2,1,15,95.94,9.2,6.93,9.99,10.4
2021,2,1,16,95.96,8.91,6.81,9.94,10.24
2021,2,1,17,95.99,8.77,7.53,10.89,11.17
2021,2,1,18,96.07,8.35,8.13,11.76,11.91
2021,2,1,19,96.16,7.42,8.13,11.7,11.92
2021,2,1,20,96.24,6.47,7.94,11.73,11.64
2021,2,1,21,96.3,5.88,8.1,11.96,11.84
2021,2,1,22,96.34,5.47,8.19,12.08,11.95
2021,2,1,23,96.38,5.08,8.1,11.97,11.84
2021,2,2,0,96.42,4.78,8.28,12.2,12.06
2021,2,2,1,96.48,4.5,8.39,12.36,12.2
2021,2,2,2,96.52,4.16,8.51,12.5,12.36
2021,2,2,3,96.54,3.9,8.52,12.3,12.39
2021,2,2,4,96.58,3.65,8.42,12.05,12.29
2021,2,2,5,96.63,3.57,8.3,11.65,12.17
2021,2,2,6,96.67,3.59,7.77,10.74,11.54
2021,2,2,7,96.69,3.74,7.56,10.35,11.29
2021,2,2,8,96.71,4.01,7.39,10.04,11.09
2021,2,2,9,96.67,4.4,6.99,9.28,10.61
2021,2,2,10,96.61,4.8,6.97,9.22,10.59
2021,2,2,11,96.52,5.05,6.42,8.4,9.89
2021,2,2,12,96.41,5.48,5.23,6.86,8.3
2021,2,2,13,96.32,5.51,4.16,5.6,6.81
2021,2,2,14,96.17,5.39,3.02,4.29,5.14
2021,2,2,15,96.05,5.77,2.93,4.71,4.92
2021,2,2,16,96.05,6.8,5.36,8.69,8.22
2021,2,2,17,96.06,7.97,7.67,11.39,11.29
2021,2,2,18,96.13,8.14,8.59,12.46,12.47
2021,2,2,19,96.25,8.06,9.51,13.5,13.65
2021,2,2,20,96.34,7.91,10.08,14.23,14.35
2021,2,2,21,96.42,7.6,9.69,13.78,13.87
2021,2,2,22,96.48,7.41,8.95,12.79,12.95
2021,2,2,23,96.48,7.4,8.09,11.66,11.87
2021,2,3,0,96.49,7.44,7.56,11.07,11.18
2021,2,3,1,96.52,7.38,7.72,11.32,11.37
2021,2,3,2,96.54,7.15,7.84,11.55,11.52
2021,2,3,3,96.51,7,7.72,11.4,11.36
2021,2,3,4,96.51,6.91,7.74,11.36,11.4
2021,2,3,5,96.56,6.75,7.66,11.22,11.3
2021,2,3,6,96.59,6.72,7.89,11.45,11.6
2021,2,3,7,96.61,6.65,7.82,11.34,11.53
2021,2,3,8,96.66,6.7,7.97,11.38,11.74
2021,2,3,9,96.69,7,8.01,11.16,11.82
2021,2,3,10,96.72,7.44,8.07,10.92,11.95
2021,2,3,11,96.77,7.9,8.58,11.6,12.59
2021,2,3,12,96.75,8.22,8.95,11.99,13.07
2021,2,3,13,96.74,8.44,9.13,12.24,13.29
2021,2,3,14,96.74,8.22,8.34,11.08,12.33
2021,2,3,15,96.74,7.69,7.21,9.97,10.83
2021,2,3,16,96.72,7.09,6.55,9.66,9.88
2021,2,3,17,96.71,6.69,6.39,9.6,9.64
2021,2,3,18,96.71,6.4,5.88,8.93,8.98
2021,2,3,19,96.69,6.03,5.36,8.33,8.26
2021,2,3,20,96.63,5.62,4.66,7.49,7.31
2021,2,3,21,96.54,5.16,4.05,6.88,6.43
2021,2,3,22,96.42,5.03,3.55,6.17,5.73
2021,2,3,23,96.26,4.97,2.9,5.24,4.8
2021,2,4,0,96.08,4.73,2.45,4.27,4.18
2021,2,4,1,95.96,4.09,2.8,4.11,4.8
2021,2,4,2,95.87,3.31,3.9,5.21,6.46
2021,2,4,3,95.83,2.79,4.77,6.33,7.67
2021,2,4,4,95.86,2.57,4.96,6.75,7.89
2021,2,4,5,95.93,2.62,5.39,7.62,8.44
2021,2,4,6,96.04,2.54,6.43,9.33,9.76
2021,2,4,7,96.18,2.07,7.29,10.39,10.87
2021,2,4,8,96.31,1.91,7.61,10.55,11.34
2021,2,4,9,96.39,2.37,7.99,10.81,11.85
2021,2,4,10,96.45,2.76,8.43,11.33,12.43
2021,2,4,11,96.51,3.21,8.63,11.41,12.7
2021,2,4,12,96.53,3.58,8.49,11.07,12.55
2021,2,4,13,96.56,3.59,8.27,10.8,12.27
2021,2,4,14,96.62,3.36,7.89,10.35,11.78
2021,2,4,15,96.71,2.9,6.86,9.12,10.45
2021,2,4,16,96.8,1.98,6.07,8.9,9.27
2021,2,4,17,96.93,1.3,6.18,9.26,9.38
2021,2,4,18,97.06,1.26,6.63,9.64,10.01
2021,2,4,19,97.15,1.49,7.11,10.08,10.67
2021,2,4,20,97.24,1.87,7.62,10.44,11.37
2021,2,4,21,97.35,2.12,8.13,10.99,12.03
2021,2,4,22,97.45,2.19,8.41,11.42,12.38
2021,2,4,23,97.55,2.09,8.53,11.67,12.52
2021,2,5,0,97.66,1.98,8.69,12.08,12.69
2021,2,5,1,97.79,1.65,8.83,12.17,12.86
2021,2,5,2,97.93,0.73,8.34,11.57,12.24
2021,2,5,3,98.06,0.05,8.25,11.32,12.15
2021,2,5,4,98.19,-0.39,7.93,10.88,11.75
2021,2,5,5,98.32,-0.69,7.22,9.95,10.85
2021,2,5,6,98.44,-0.89,6.35,8.96,9.69
2021,2,5,7,98.58,-0.98,5.46,7.84,8.5
2021,2,5,8,98.7,-0.7,4.93,6.74,7.85
2021,2,5,9,98.79,0.08,4.73,6.08,7.66
2021,2,5,10,98.86,0.98,4.2,5.14,6.97
2021,2,5,11,98.92,1.85,3.7,4.42,6.28
2021,2,5,12,98.96,2.62,3.56,4.21,6.08
2021,2,5,13,98.99,3.08,3.72,4.43,6.3
2021,2,5,14,98.99,3.07,3.88,4.74,6.52
2021,2,5,15,98.99,2.46,3.52,4.78,5.91
2021,2,5,16,98.99,-0.09,2.43,4.96,4.05
2021,2,5,17,99,-2.09,2.79,5.71,4.56
2021,2,5,18,99,-2.09,2.97,6.05,4.8
2021,2,5,19,98.98,-1.38,3.1,6.02,5.02
2021,2,5,20,98.96,-1.33,3.28,6.2,5.29
2021,2,5,21,98.94,-1.27,3.6,6.5,5.76
2021,2,5,22,98.95,-1.3,3.57,6.49,5.71
2021,2,5,23,98.94,-1.05,3.62,6.27,5.83
2021,2,6,0,98.91,-0.65,4.05,6.58,6.47
2021,2,6,1,98.86,-0.65,3.76,6.08,6.09
2021,2,6,2,98.8,-0.73,3.84,6.31,6.18
2021,2,6,3,98.75,-0.88,3.99,6.3,6.42
2021,2,6,4,98.72,-0.95,4.3,6.47,6.9
2021,2,6,5,98.69,-0.98,4.49,6.4,7.2
2021,2,6,6,98.67,-1.09,4.46,6.21,7.19
2021,2,6,7,98.66,-1.05,4.45,6.36,7.15
2021,2,6,8,98.68,-0.53,4.38,6.02,7.09
2021,2,6,9,98.69,0.48,4.34,5.58,7.11
2021,2,6,10,98.68,1.8,4.77,6.1,7.71
2021,2,6,11,98.68,2.8,5.19,6.7,8.27
2021,2,6,12,98.67,3.39,5.16,6.55,8.26
2021,2,6,13,98.63,3.76,5.1,6.46,8.17
2021,2,6,14,98.62,3.73,4.95,6.39,7.94
2021,2,6,15,98.61,3.26,4.17,5.75,6.79
2021,2,6,16,98.59,2.23,3.27,5.98,5.31
2021,2,6,17,98.58,1.62,3.38,6.32,5.44
2021,2,6,18,98.58,1.38,3.31,6.15,5.34
2021,2,6,19,98.59,0.76,2.94,5.83,4.78
2021,2,6,20,98.61,0.3,2.75,5.58,4.51
2021,2,6,21,98.63,0.18,2.69,5.24,4.46
2021,2,6,22,98.64,0.21,2.83,4.82,4.74
2021,2,6,23,98.64,0.23,2.87,4.4,4.87
2021,2,7,0,98.63,0.3,2.78,4.09,4.77
2021,2,7,1,98.61,0.29,2.74,3.71,4.77
2021,2,7,2,98.6,0.23,2.4,3.22,4.27
2021,2,7,3,98.59,0.14,1.99,2.75,3.63
2021,2,7,4,98.6,-0.06,1.39,2.24,2.62
2021,2,7,5,98.6,-0.28,1.04,1.67,2.04
2021,2,7,6,98.6,-0.45,0.56,0.95,1.2
2021,2,7,7,98.61,-0.54,0.13,0.1,0.4
2021,2,7,8,98.61,0.08,0.93,1.1,1.94
2021,2,7,9,98.61,1.39,1.57,1.8,3.05
2021,2,7,10,98.61,3.35,2.38,2.89,4.31
2021,2,7,11,98.59,4.3,3.04,3.61,5.31
2021,2,7,12,98.53,4.65,3.39,4.03,5.82
2021,2,7,13,98.48,4.9,3.65,4.39,6.2
2021,2,7,14,98.44,4.85,3.85,4.73,6.46
2021,2,7,15,98.4,4.38,3.92,5.14,6.5
2021,2,7,16,98.37,3.16,3.23,5.63,5.28
